No,;Time;Source;Destination;Protocol;Length;Info;;;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter
1188;8,858857;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=868666 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,858857;8,863815;0,004958;;0,00437;0,000588;-0,003782
1189;8,863815;114,4,169,236;192,168,43,157;TLSv1,3;8214;Application Data [TCP segment of a reassembled PDU];;;;8,863815;8,864403;0,000588;;-0,000234;0,000822;0,001056
1190;8,864403;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=878186 Win=1066240 Len=0;;;;8,864403;8,865225;0,000822;;0,00038;0,000442;6,20E-05
1191;8,865225;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=878186 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,865225;8,865667;0,000442;;-8,80E-05;0,00053;0,000618
1192;8,865667;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=879546 Win=1066240 Len=0;;;;8,865667;8,866197;0,00053;;9,00E-05;0,00044;0,00035
1193;8,866197;114,4,169,236;192,168,43,157;TCP;4134;443  >  50275 [ACK] Seq=879546 Ack=8720 Win=83968 Len=4080 [TCP segment of a reassembled PDU];;;;8,866197;8,866637;0,00044;;-0,000783;0,001223;0,002006
1194;8,866637;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=883626 Win=1066240 Len=0;;;;8,866637;8,86786;0,001223;;0,000794;0,000429;-0,000365
1195;8,86786;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=883626 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,86786;8,868289;0,000429;;-6,30E-05;0,000492;0,000555
1196;8,868289;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=884986 Win=1066240 Len=0;;;;8,868289;8,868781;0,000492;;1,00E-06;0,000491;0,00049
1197;8,868781;114,4,169,236;192,168,43,157;TLSv1,3;5494;Application Data [TCP segment of a reassembled PDU];;;;8,868781;8,869272;0,000491;;-0,00087;0,001361;0,002231
1198;8,869272;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=890426 Win=1066240 Len=0;;;;8,869272;8,870633;0,001361;;0,000928;0,000433;-0,000495
1199;8,870633;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=890426 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,870633;8,871066;0,000433;;1,40E-05;0,000419;0,000405
1200;8,871066;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=891786 Ack=8720 Win=83968 Len=2720 [TCP segment of a reassembled PDU];;;;8,871066;8,871485;0,000419;;-0,001169;0,001588;0,002757
1201;8,871485;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=894506 Win=1066240 Len=0;;;;8,871485;8,873073;0,001588;;0,001163;0,000425;-0,000738
1202;8,873073;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=894506 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,873073;8,873498;0,000425;;-1,50E-05;0,00044;0,000455
1203;8,873498;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=895866 Win=1066240 Len=0;;;;8,873498;8,873938;0,00044;;-6,30E-05;0,000503;0,000566
1204;8,873938;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=895866 Ack=8720 Win=83968 Len=5440 [TCP segment of a reassembled PDU];;;;8,873938;8,874441;0,000503;;-0,000351;0,000854;0,001205
1205;8,874441;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=901306 Win=1066240 Len=0;;;;8,874441;8,875295;0,000854;;0,00048;0,000374;-0,000106
1206;8,875295;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=901306 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,875295;8,875669;0,000374;;1,78E-15;0,000374;0,000374
1207;8,875669;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=902666 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,875669;8,876043;0,000374;;-0,003022;0,003396;0,006418
1208;8,876043;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=904026 Win=1066240 Len=0;;;;8,876043;8,879439;0,003396;;0,002402;0,000994;-0,001408
1209;8,879439;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=904026 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,879439;8,880433;0,000994;;0,000468;0,000526;5,80E-05
1210;8,880433;114,4,169,236;192,168,43,157;TLSv1,3;6854;Application Data [TCP segment of a reassembled PDU];;;;8,880433;8,880959;0,000526;;-0,000249;0,000775;0,001024
1211;8,880959;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=912186 Win=1066240 Len=0;;;;8,880959;8,881734;0,000775;;-0,007239;0,008014;0,015253
1212;8,881734;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=912186 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,881734;8,889748;0,008014;;0,008014;0;-0,008014
1213;8,889748;192,168,43,157;74.125.200.190;TCP;1414;50173  >  443 [ACK] Seq=5034 Ack=55964 Win=258 Len=1360 [TCP segment of a reassembled PDU];;;;8,889748;8,889748;0;;-0,000237;0,000237;0,000474
1214;8,889748;192,168,43,157;74.125.200.190;TLSv1,2;90;Application Data;;;;8,889748;8,889985;0,000237;;0,000237;0;-0,000237
1215;8,889985;192,168,43,157;74.125.200.190;TCP;1414;50173  >  443 [ACK] Seq=6430 Ack=55964 Win=258 Len=1360 [TCP segment of a reassembled PDU];;;;8,889985;8,889985;0;;-0,001846;0,001846;0,003692
1216;8,889985;192,168,43,157;74.125.200.190;TLSv1,2;109;Application Data;;;;8,889985;8,891831;0,001846;;0,001285;0,000561;-0,000724
1217;8,891831;114,4,169,236;192,168,43,157;TCP;6854;443  >  50275 [ACK] Seq=913546 Ack=8720 Win=83968 Len=6800 [TCP segment of a reassembled PDU];;;;8,891831;8,892392;0,000561;;-0,001263;0,001824;0,003087
1218;8,892392;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=920346 Win=1066240 Len=0;;;;8,892392;8,894216;0,001824;;0,001824;0;-0,001824
1219;8,894216;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=920346 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,894216;8,894216;0;;0;0;0
1220;8,894216;114,4,169,236;192,168,43,157;TCP;143;443  >  50275 [PSH, ACK] Seq=921706 Ack=8720 Win=83968 Len=89 [TCP segment of a reassembled PDU];;;;8,894216;8,894216;0;;-0,000717;0,000717;0,001434
1221;8,894216;114,4,169,236;192,168,43,157;TLSv1,3;10934;Application Data [TCP segment of a reassembled PDU];;;;8,894216;8,894933;0,000717;;0,000692;2,50E-05;-0,000667
1222;8,894933;114,4,169,236;192,168,43,157;TLSv1,3;8214;Application Data [TCP segment of a reassembled PDU];;;;8,894933;8,894958;2,50E-05;;-0,000228;0,000253;0,000481
1223;8,894958;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=921795 Win=1066240 Len=0;;;;8,894958;8,895211;0,000253;;-6,70E-05;0,00032;0,000387
1224;8,895211;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=940835 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,895211;8,895531;0,00032;;-1,90E-05;0,000339;0,000358
1225;8,895531;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=932675 Win=1066240 Len=0;;;;8,895531;8,89587;0,000339;;0,000299;4,00E-05;-0,000259
1226;8,89587;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=940835 Win=1066240 Len=0;;;;8,89587;8,89591;4,00E-05;;-0,000307;0,000347;0,000654
1227;8,89591;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=942195 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,89591;8,896257;0,000347;;-0,001084;0,001431;0,002515
1228;8,896257;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=943555 Win=1066240 Len=0;;;;8,896257;8,897688;0,001431;;0,000917;0,000514;-0,000403
1229;8,897688;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=943555 Ack=8720 Win=83968 Len=5440 [TCP segment of a reassembled PDU];;;;8,897688;8,898202;0,000514;;-0,000836;0,00135;0,002186
1230;8,898202;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=948995 Win=1066240 Len=0;;;;8,898202;8,899552;0,00135;;0,000712;0,000638;-7,40E-05
1231;8,899552;114,4,169,236;192,168,43,157;TCP;4134;443  >  50275 [ACK] Seq=948995 Ack=8720 Win=83968 Len=4080 [TCP segment of a reassembled PDU];;;;8,899552;8,90019;0,000638;;0,000452;0,000186;-0,000266
1232;8,90019;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=953075 Win=1066240 Len=0;;;;8,90019;8,900376;0,000186;;-0,00028;0,000466;0,000746
1233;8,900376;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=953075 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,900376;8,900842;0,000466;;-0,001369;0,001835;0,003204
1234;8,900842;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=954435 Win=1066240 Len=0;;;;8,900842;8,902677;0,001835;;0,001159;0,000676;-0,000483
1235;8,902677;114,4,169,236;192,168,43,157;TLSv1,3;1414;Application Data [TCP segment of a reassembled PDU];;;;8,902677;8,903353;0,000676;;0,000214;0,000462;0,000248
1236;8,903353;114,4,169,236;192,168,43,157;TCP;4134;443  >  50275 [ACK] Seq=955795 Ack=8720 Win=83968 Len=4080 [TCP segment of a reassembled PDU];;;;8,903353;8,903815;0,000462;;-0,009742;0,010204;0,019946
1237;8,903815;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=959875 Win=1066240 Len=0;;;;8,903815;8,914019;0,010204;;0,009647;0,000557;-0,00909
1238;8,914019;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=959875 Ack=8720 Win=83968 Len=2720 [TCP segment of a reassembled PDU];;;;8,914019;8,914576;0,000557;;0,000382;0,000175;-0,000207
1239;8,914576;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=962595 Win=1066240 Len=0;;;;8,914576;8,914751;0,000175;;-9,10E-05;0,000266;0,000357
1240;8,914751;114,4,169,236;192,168,43,157;TCP;8214;443  >  50275 [ACK] Seq=962595 Ack=8720 Win=83968 Len=8160 [TCP segment of a reassembled PDU];;;;8,914751;8,915017;0,000266;;-0,000139;0,000405;0,000544
1241;8,915017;114,4,169,236;192,168,43,157;TLSv1,3;1414;Application Data [TCP segment of a reassembled PDU];;;;8,915017;8,915422;0,000405;;-0,001696;0,002101;0,003797
1242;8,915422;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=970755 Win=1066240 Len=0;;;;8,915422;8,917523;0,002101;;0,001664;0,000437;-0,001227
1243;8,917523;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=972115 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,917523;8,91796;0,000437;;-0,004342;0,004779;0,009121
1244;8,91796;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=973475 Win=1066240 Len=0;;;;8,91796;8,922739;0,004779;;0,004779;0;-0,004779
1245;8,922739;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=973475 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,922739;8,922739;0;;0;0;0
1246;8,922739;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=974835 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,922739;8,922739;0;;0;0;0
1247;8,922739;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=976195 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,922739;8,922739;0;;0;0;0
1248;8,922739;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=977555 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,922739;8,922739;0;;0;0;0
1249;8,922739;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=978915 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,922739;8,922739;0;;0;0;0
1250;8,922739;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=980275 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,922739;8,922739;0;;0;0;0
1251;8,922739;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=981635 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,922739;8,922739;0;;0;0;0
1252;8,922739;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=982995 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,922739;8,922739;0;;0;0;0
1253;8,922739;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=984355 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,922739;8,922739;0;;-0,000652;0,000652;0,001304
1254;8,922739;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=985715 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,922739;8,923391;0,000652;;0,000269;0,000383;0,000114
1255;8,923391;114,4,169,236;192,168,43,157;TLSv1,3;2774;Application Data [TCP segment of a reassembled PDU];;;;8,923391;8,923774;0,000383;;-4,90E-05;0,000432;0,000481
1256;8,923774;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=976195 Win=1066240 Len=0;;;;8,923774;8,924206;0,000432;;9,30E-05;0,000339;0,000246
1257;8,924206;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=978915 Win=1066240 Len=0;;;;8,924206;8,924545;0,000339;;4,70E-05;0,000292;0,000245
1258;8,924545;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=981635 Win=1066240 Len=0;;;;8,924545;8,924837;0,000292;;-7,00E-05;0,000362;0,000432
1259;8,924837;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=984355 Win=1066240 Len=0;;;;8,924837;8,925199;0,000362;;7,50E-05;0,000287;0,000212
1260;8,925199;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=987075 Win=1066240 Len=0;;;;8,925199;8,925486;0,000287;;-0,004105;0,004392;0,008497
1261;8,925486;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=989795 Win=1066240 Len=0;;;;8,925486;8,929878;0,004392;;0,003717;0,000675;-0,003042
1262;8,929878;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=989795 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,929878;8,930553;0,000675;;8,30E-05;0,000592;0,000509
1263;8,930553;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=991155 Ack=8720 Win=83968 Len=5440 [TCP segment of a reassembled PDU];;;;8,930553;8,931145;0,000592;;-0,000543;0,001135;0,001678
1264;8,931145;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=996595 Win=1066240 Len=0;;;;8,931145;8,93228;0,001135;;0,000569;0,000566;-3,00E-06
1265;8,93228;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=996595 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,93228;8,932846;0,000566;;0,000502;6,40E-05;-0,000438
1266;8,932846;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=997955 Win=1066240 Len=0;;;;8,932846;8,93291;6,40E-05;;-0,000475;0,000539;0,001014
1267;8,93291;114,4,169,236;192,168,43,157;TCP;4134;443  >  50275 [ACK] Seq=997955 Ack=8720 Win=83968 Len=4080 [TCP segment of a reassembled PDU];;;;8,93291;8,933449;0,000539;;-0,000803;0,001342;0,002145
1268;8,933449;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1002035 Win=1066240 Len=0;;;;8,933449;8,934791;0,001342;;0,000715;0,000627;-8,80E-05
1269;8,934791;114,4,169,236;192,168,43,157;TLSv1,3;4134;Application Data [TCP segment of a reassembled PDU];;;;8,934791;8,935418;0,000627;;-0,000477;0,001104;0,001581
1270;8,935418;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1006115 Win=1066240 Len=0;;;;8,935418;8,936522;0,001104;;-0,001262;0,002366;0,003628
1271;8,936522;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=1006115 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,936522;8,938888;0,002366;;0,002055;0,000311;-0,001744
1272;8,938888;114,4,169,236;192,168,43,157;TLSv1,3;13654;Application Data [TCP segment of a reassembled PDU];;;;8,938888;8,939199;0,000311;;-0,000203;0,000514;0,000717
1273;8,939199;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=1021075 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,939199;8,939713;0,000514;;0,000137;0,000377;0,00024
1274;8,939713;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1021075 Win=1066240 Len=0;;;;8,939713;8,94009;0,000377;;-0,000112;0,000489;0,000601
1275;8,94009;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1022435 Win=1066240 Len=0;;;;8,94009;8,940579;0,000489;;-1,30E-05;0,000502;0,000515
1276;8,940579;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=1022435 Ack=8720 Win=83968 Len=5440 [TCP segment of a reassembled PDU];;;;8,940579;8,941081;0,000502;;-0,002443;0,002945;0,005388
1277;8,941081;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1027875 Win=1066240 Len=0;;;;8,941081;8,944026;0,002945;;0,002405;0,00054;-0,001865
1278;8,944026;114,4,169,236;192,168,43,157;TCP;4134;443  >  50275 [ACK] Seq=1027875 Ack=8720 Win=83968 Len=4080 [TCP segment of a reassembled PDU];;;;8,944026;8,944566;0,00054;;-0,00052;0,00106;0,00158
1279;8,944566;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1031955 Win=1066240 Len=0;;;;8,944566;8,945626;0,00106;;0,000507;0,000553;4,60E-05
1280;8,945626;114,4,169,236;192,168,43,157;TLSv1,3;6854;Application Data [TCP segment of a reassembled PDU];;;;8,945626;8,946179;0,000553;;0,000318;0,000235;-8,30E-05
1281;8,946179;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1038755 Win=1066240 Len=0;;;;8,946179;8,946414;0,000235;;-0,003229;0,003464;0,006693
1282;8,946414;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=1038755 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,946414;8,949878;0,003464;;0,002976;0,000488;-0,002488
1283;8,949878;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=1040115 Ack=8720 Win=83968 Len=2720 [TCP segment of a reassembled PDU];;;;8,949878;8,950366;0,000488;;0,000368;0,00012;-0,000248
1284;8,950366;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=1042835 Ack=8720 Win=83968 Len=5440 [TCP segment of a reassembled PDU];;;;8,950366;8,950486;0,00012;;-0,000352;0,000472;0,000824
1285;8,950486;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1042835 Win=1066240 Len=0;;;;8,950486;8,950958;0,000472;;-0,001149;0,001621;0,00277
1286;8,950958;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1048275 Win=1066240 Len=0;;;;8,950958;8,952579;0,001621;;0,000993;0,000628;-0,000365
1287;8,952579;114,4,169,236;192,168,43,157;TLSv1,3;6854;Application Data [TCP segment of a reassembled PDU];;;;8,952579;8,953207;0,000628;;3,10E-05;0,000597;0,000566
1288;8,953207;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1055075 Win=1066240 Len=0;;;;8,953207;8,953804;0,000597;;-0,000559;0,001156;0,001715
1289;8,953804;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=1055075 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,953804;8,95496;0,001156;;0,000644;0,000512;-0,000132
1290;8,95496;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=1056435 Ack=8720 Win=83968 Len=5440 [TCP segment of a reassembled PDU];;;;8,95496;8,955472;0,000512;;0,000181;0,000331;0,00015
1291;8,955472;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1061875 Win=1066240 Len=0;;;;8,955472;8,955803;0,000331;;-0,000172;0,000503;0,000675
1292;8,955803;114,4,169,236;192,168,43,157;TCP;5494;443  >  50275 [ACK] Seq=1061875 Ack=8720 Win=83968 Len=5440 [TCP segment of a reassembled PDU];;;;8,955803;8,956306;0,000503;;3,40E-05;0,000469;0,000435
1293;8,956306;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1067315 Win=1066240 Len=0;;;;8,956306;8,956775;0,000469;;-3,20E-05;0,000501;0,000533
1294;8,956775;114,4,169,236;192,168,43,157;TLSv1,3;4134;Application Data [TCP segment of a reassembled PDU];;;;8,956775;8,957276;0,000501;;-0,000134;0,000635;0,000769
1295;8,957276;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1071395 Win=1066240 Len=0;;;;8,957276;8,957911;0,000635;;0,000635;0;-0,000635
1296;8,957911;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=1071395 Ack=8720 Win=83968 Len=2720 [TCP segment of a reassembled PDU];;;;8,957911;8,957911;0;;-0,000527;0,000527;0,001054
1297;8,957911;54,239,21,125;192,168,43,157;TCP;54;443  >  50237 [ACK] Seq=1 Ack=2 Win=468 Len=0;;;;8,957911;8,958438;0,000527;;-0,000202;0,000729;0,000931
1298;8,958438;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1074115 Win=1066240 Len=0;;;;8,958438;8,959167;0,000729;;8,60E-05;0,000643;0,000557
1299;8,959167;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=1074115 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,959167;8,95981;0,000643;;0,000183;0,00046;0,000277
1300;8,95981;114,4,169,236;192,168,43,157;TCP;2774;443  >  50275 [ACK] Seq=1075475 Ack=8720 Win=83968 Len=2720 [TCP segment of a reassembled PDU];;;;8,95981;8,96027;0,00046;;-4,20E-05;0,000502;0,000544
1301;8,96027;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1078195 Win=1066240 Len=0;;;;8,96027;8,960772;0,000502;;7,70E-05;0,000425;0,000348
1302;8,960772;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=1078195 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,960772;8,961197;0,000425;;-0,000502;0,000927;0,001429
1303;8,961197;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1079555 Win=1066240 Len=0;;;;8,961197;8,962124;0,000927;;0,00041;0,000517;0,000107
1304;8,962124;114,4,169,236;192,168,43,157;TLSv1,3;8214;Application Data [TCP segment of a reassembled PDU];;;;8,962124;8,962641;0,000517;;-0,000701;0,001218;0,001919
1305;8,962641;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1087715 Win=1066240 Len=0;;;;8,962641;8,963859;0,001218;;3,80E-05;0,00118;0,001142
1306;8,963859;114,4,169,236;192,168,43,157;TCP;1414;443  >  50275 [ACK] Seq=1087715 Ack=8720 Win=83968 Len=1360 [TCP segment of a reassembled PDU];;;;8,963859;8,965039;0,00118;;0,00063;0,00055;-8,00E-05
1307;8,965039;114,4,169,236;192,168,43,157;TCP;8214;443  >  50275 [ACK] Seq=1089075 Ack=8720 Win=83968 Len=8160 [TCP segment of a reassembled PDU];;;;8,965039;8,965589;0,00055;;-0,000331;0,000881;0,001212
1308;8,965589;192,168,43,157;114,4,169,236;TCP;54;50275  >  443 [ACK] Seq=8720 Ack=1097235 Win=1066240 Len=0;;;;8,965589;8,96647;0,000881;;0,00043;0,000451;2,10E-05
